1393683114627579910,https://twitter.com/DougBru56884796/status/1393683114627579910,DougBru56884796,"@ProgDownTicket @JakeJohnsonTX @Erikavago78 @p0RcHm0nKeYY @NoneVisions @mrs_socialista On top of that, most shootings happen in Gun Free zones. They're targeted by mass shooters because they know that nobody there can have a CC handgun.",0.4019
1393871240226656256,https://twitter.com/ProgDownTicket/status/1393871240226656256,ProgDownTicket,@DougBru56884796 @JakeJohnsonTX @Erikavago78 @p0RcHm0nKeYY @NoneVisions @mrs_socialista That is a false statement.,0.0
1393682988731351045,https://twitter.com/DougBru56884796/status/1393682988731351045,DougBru56884796,"@ProgDownTicket @JakeJohnsonTX @Erikavago78 @p0RcHm0nKeYY @NoneVisions @mrs_socialista Actually, Texas, which has one of the most lenient gun laws, has lower gun crime statistics compared to other states.",-0.8119
1393871131229175809,https://twitter.com/ProgDownTicket/status/1393871131229175809,ProgDownTicket,@DougBru56884796 @JakeJohnsonTX @Erikavago78 @p0RcHm0nKeYY @NoneVisions @mrs_socialista You didn’t answer my question.,0.0
1391942110270611457,https://twitter.com/BriCor13/status/1391942110270611457,BriCor13,@mrs_socialista I can’t believe the level of stupidity and hate on this thread.  Lots of dumb fucks with @mrs_socialista leading the group! Fucking losers.,-0.9515
1393867956069806080,https://twitter.com/largeroundson/status/1393867956069806080,largeroundson,@BriCor13 @mrs_socialista Your mom is a loser.,-0.5267
1392809489611567105,https://twitter.com/ProgDownTicket/status/1392809489611567105,ProgDownTicket,@DougBru56884796 @JakeJohnsonTX @Erikavago78 @p0RcHm0nKeYY @NoneVisions @mrs_socialista Chicago isn’t in a vacuum. Explain why some of the most dangerous places in America are cities in red states with lax gun laws. I’ll wait.,-0.6997
1391791753037074435,https://twitter.com/mrs_socialista/status/1391791753037074435,mrs_socialista,"There is literally a NYPD precinct IN Times Square and the shooter got away. If police prevented crimes, the shooting wouldn't have happened. If police solved crimes, they would have caught the shooter. They do neither.\n\n#DefundThePolice #AbolishThePolice #FuckTheNYPD https://t.co/AdSMjaYMQp",0.296
1392908213218119680,https://twitter.com/MrsGrapevine/status/1392908213218119680,MrsGrapevine,"@mrs_socialista In that logic no one can prevent crimes, now how do we handle crimes? \n\nAn example of not solving one crimes is not proof that they don’t solve crimes? An exception is episodic not quantitive analysis.",-0.4011
1392697394178011143,https://twitter.com/DougBru56884796/status/1392697394178011143,DougBru56884796,"@JakeJohnsonTX @Erikavago78 @ProgDownTicket @p0RcHm0nKeYY @NoneVisions @mrs_socialista How is that not a ""real argument?"" It's statistics. You can't deny them.",0.4847
1392805343516844039,https://twitter.com/AjMac1214/status/1392805343516844039,AjMac1214,"@mrs_socialista A) NYPD budget was cut, so less officers are on the street. B) they did catch the criminal C) you’re and idiot",-0.8316
1392693556821778434,https://twitter.com/JakeJohnsonTX/status/1392693556821778434,JakeJohnsonTX,@DougBru56884796 @Erikavago78 @ProgDownTicket @p0RcHm0nKeYY @NoneVisions @mrs_socialista Get off your burner account and come up with a real argument.,-0.3612
1392693028603764740,https://twitter.com/DougBru56884796/status/1392693028603764740,DougBru56884796,"@Erikavago78 @ProgDownTicket @JakeJohnsonTX @p0RcHm0nKeYY @NoneVisions @mrs_socialista Its not just Chicago... New York, too.",0.0
1392125354706309126,https://twitter.com/Erikavago78/status/1392125354706309126,Erikavago78,"@ProgDownTicket @DougBru56884796 @JakeJohnsonTX @p0RcHm0nKeYY @NoneVisions @mrs_socialista Chicagoan here so I know a few things about my city, guns come in from surrounding states with lax gun laws, we happen to be near the Indiana border and Wisconsin border. Enough with using Chicago as your fucking example.",-0.34
1392653890584252416,https://twitter.com/FS08983678/status/1392653890584252416,FS08983678,@mrs_socialista Another white liberal that wants to defund and abolish the police but doesn't live in any of the high crime neighborhoods in NYC.,-0.6956
1392618225175834624,https://twitter.com/NblevinsTyler/status/1392618225175834624,NblevinsTyler,"@Erikavago78 @ProgDownTicket @DougBru56884796 @JakeJohnsonTX @p0RcHm0nKeYY @NoneVisions @mrs_socialista I am ninja, please follow me on mixer.",0.3182
1392601817503121411,https://twitter.com/JasonReiley1/status/1392601817503121411,JasonReiley1,"@mrs_socialista See, while you sit home all day on Twitter spewing hate like a complete looser, the @NYP was working hard at catching this Mohammad POS.",-0.3818
1392598969541283840,https://twitter.com/slidingblade/status/1392598969541283840,slidingblade,"@segal_the @mrs_socialista Sorry, you were fine with Hope Hicks, right?",0.5267
1392518397662011395,https://twitter.com/BTJ_Expose/status/1392518397662011395,BTJ_Expose,@mrs_socialista NYPD hires KKK supporters. \n\nhttps://t.co/xDAUo08dV6,0.4404
1392318439453204481,https://twitter.com/votebleach2020/status/1392318439453204481,votebleach2020,@DividedStatesO4 @mrs_socialista https://t.co/Z7WP1jdWLT,0.0
1392514508917149697,https://twitter.com/DividedStatesO4/status/1392514508917149697,DividedStatesO4,@votebleach2020 @mrs_socialista vote bleach?  #asteroidparty2024,0.0
1392498125269520384,https://twitter.com/LisaA311/status/1392498125269520384,LisaA311,@DividedStatesO4 @mrs_socialista Want to know how we can all tell you're white?,0.0772
1392514359562100737,https://twitter.com/DividedStatesO4/status/1392514359562100737,DividedStatesO4,"@LisaA311 @mrs_socialista I'm white.. is it a crime? 🤣🤣  grandparents were immigrants, not land barons 😂😂",0.8271
1392006007732068355,https://twitter.com/DividedStatesO4/status/1392006007732068355,DividedStatesO4,@mrs_socialista Just send the cops my way.. cops love nice neighborhoods !! I will shake their hands and buy them donuts,0.7835
1392484046358331394,https://twitter.com/EdwardM96868570/status/1392484046358331394,EdwardM96868570,"@mrs_socialista Guess their crystal ball is broken fool, maybe plainclothes cops back on the streets would be a good start",-0.4767
1392298054821220354,https://twitter.com/AutisticAnCom/status/1392298054821220354,AutisticAnCom,@DividedStatesO4 @mrs_socialista Conservatives deepthroating the boot should come with a NSFW warning.,-0.34
1392279295817621512,https://twitter.com/cheseth/status/1392279295817621512,cheseth,@DividedStatesO4 @mrs_socialista Ok bootlicker.,0.296
1392277527679361027,https://twitter.com/FaithFortune99/status/1392277527679361027,FaithFortune99,"@DividedStatesO4 @mrs_socialista 2 followers. Try harder, troll.",0.0
1392275241548673026,https://twitter.com/commiepone/status/1392275241548673026,commiepone,"@DividedStatesO4 @mrs_socialista When you say nice, you mean white, right?",0.4215
1392274492114841600,https://twitter.com/SmackedLefty/status/1392274492114841600,SmackedLefty,@DividedStatesO4 @mrs_socialista I bet you'll give them reacharounds too,0.0
1392273794644037637,https://twitter.com/NJRedRev/status/1392273794644037637,NJRedRev,@DividedStatesO4 @mrs_socialista They'll take your free shit but they'll never respect you because you're not a cop and beneath them. Not that it would be a problem for a bootlicker like you.,-0.5833
1392273321576869893,https://twitter.com/Joe_Dangerously/status/1392273321576869893,Joe_Dangerously,"@DividedStatesO4 @mrs_socialista shove them donuts up your ass, bootlicker",-0.5423
1392273291763671040,https://twitter.com/Tankarchist/status/1392273291763671040,Tankarchist,@DividedStatesO4 @mrs_socialista then they'll shoot your dog,-0.34
1392273033579094023,https://twitter.com/petekachu/status/1392273033579094023,petekachu,@DividedStatesO4 @mrs_socialista That body part is not called a hand.,-0.3875
1391794385776488449,https://twitter.com/tricflairwoo/status/1391794385776488449,tricflairwoo,@mrs_socialista Maybe the focus was on aiding the victims idiot,-0.6808
1392272590929006593,https://twitter.com/mrs_socialista/status/1392272590929006593,mrs_socialista,"@tricflairwoo There wouldnt be victims if police prevented crime like you bootlickers love to say they do. \n\nAlso, with the amount of cops in times square they didnt need all of them to assist victims. The rest could have gotten the shooter. 0/2. \n\nNow gtfo of my mentions",0.4519
1392272587653218308,https://twitter.com/MittCommie/status/1392272587653218308,MittCommie,@DividedStatesO4 @mrs_socialista don't forget your kneepads,0.1695
1392272504656257025,https://twitter.com/TheLastUprisin1/status/1392272504656257025,TheLastUprisin1,@DividedStatesO4 @mrs_socialista Good. All the lard in those donuts will do the work for us. #DefundThePolice,0.4404
1392272496536166402,https://twitter.com/farabundista_x/status/1392272496536166402,farabundista_x,@DividedStatesO4 @mrs_socialista Is this supposed to be an own or something?,0.0
1392265942219083777,https://twitter.com/dogspeak2/status/1392265942219083777,dogspeak2,@mrs_socialista @Thesixler Emotional reasoning at its best.,0.7003
1392252068593901571,https://twitter.com/mb_farley/status/1392252068593901571,mb_farley,"@segal_the @mrs_socialista Weird flex coming from someone with your Twitter photo, she looks great in that photo btw.",0.5267
1392192648564416514,https://twitter.com/AtheartNygirl/status/1392192648564416514,AtheartNygirl,@mrs_socialista Defunding is not the same thing as reform. You get more training to be a hair stylist than a cop!,0.0
1392233865859768324,https://twitter.com/mrs_socialista/status/1392233865859768324,mrs_socialista,"@AtheartNygirl I know it's not. ""Reform"" is lip service only and has been discussed for decades as police get worse. \n\nReform is useless.",-0.7096
1392069908637310979,https://twitter.com/RedDeadRedHead/status/1392069908637310979,RedDeadRedHead,@Rabid_Pogoista @mrs_socialista Strike perhaps a generous term but they did a work reduction,0.2263
1392227620742258688,https://twitter.com/Rabid_Pogoista/status/1392227620742258688,Rabid_Pogoista,@RedDeadRedHead @mrs_socialista A work reduction only means they revised their methods. That doesn’t give an accurate assessment of how things would have gone down had they stopped policing entirely.,-0.2263
1392139206344904712,https://twitter.com/IanKropo/status/1392139206344904712,IanKropo,@segal_the @RuckCohlchez @mrs_socialista You don't usually meet people who openly believe in Worthington's law https://t.co/7MYrBeqqdu,0.0
1392223641476108292,https://twitter.com/RuckCohlchez/status/1392223641476108292,RuckCohlchez,"@IanKropo @segal_the @mrs_socialista little boy is 23 living in Manhattan, if he has money it's because of mommy and daddy\n\nalso what kind of ""rugged individualist"" lives in the densest city in America? lmao, go move to Montana and hunt wild game if you're so rugged you cushy bitch",0.0258
1392118593479921664,https://twitter.com/natalie_mcelyea/status/1392118593479921664,natalie_mcelyea,"@TheShaggyMarlin @Akmul_Kashani @mrs_socialista Who are these people out trying to steal everyone’s cars? of course getting rid of policing as we know it wd’t end crime, but improving people’s material conditions along with legalizing drugs and sex work wd help Also ownership of property is over rated.",0.8735
